Eid|Sid|Order|Title|Created at|Description|Course
250|11|8|6. Singular Value Decomposition (SVD)|2019-05-16T16:18:07Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|rYz83XPxiZo
251|11|9|7. Eckart-Young: The Closest Rank k Matrix to A|2019-07-18T19:24:48Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|Y4f7K9XF04k
252|11|10|Lecture 8: Norms of Vectors and Matrices|2019-05-16T16:18:52Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|NcPUI7aPFhA
253|11|11|9. Four Ways to Solve Least Squares Problems|2019-05-16T16:19:17Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|ZUU57Q3CFOU
254|11|12|Lecture 10: Survey of Difficulties with Ax = b|2019-05-16T16:19:49Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|Z_5uLqcwDgM
255|11|13|Lecture 11: Minimizing ‖x‖ Subject to Ax = b|2019-05-16T16:20:44Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|MuEW9pG9oxE
256|11|14|12. Computing Eigenvalues and Singular Values|2019-05-16T16:23:07Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|d32WV1rKoVk
257|11|15|Lecture 13: Randomized Matrix Multiplication|2019-05-16T16:23:38Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|z0ykhV15wLw
258|11|16|14. Low Rank Changes in A and Its Inverse|2019-05-16T16:24:13Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|XhSk_Lw2X_U
259|11|17|15. Matrices A(t) Depending on t, Derivative = dA/dt|2019-05-16T16:24:38Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|z3SmljnD_nQ
260|11|18|16. Derivatives of Inverse and Singular Values|2019-05-16T16:25:49Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|AdTvkFsqcDc
261|11|19|Lecture 17: Rapidly Decreasing Singular Values|2019-05-16T16:26:09Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|9BYsNpTCZGg
262|11|20|Lecture 18: Counting Parameters in SVD, LU, QR, Saddle Points|2019-05-16T16:26:34Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|xaSL8yFgqig
263|11|21|19. Saddle Points Continued, Maxmin Principle|2019-05-16T16:26:57Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|2K7CvGnebO0
264|11|22|20. Definitions and Inequalities|2019-05-16T16:27:38Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|nrDkb2MAwSA
265|11|23|Lecture 21: Minimizing a Function Step by Step|2019-05-16T16:28:01Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|nvXRJIBOREc
266|11|24|22. Gradient Descent: Downhill to a Minimum|2019-05-16T16:28:26Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|AeRwohPuUHQ
267|11|25|23. Accelerating Gradient Descent (Use Momentum)|2019-05-16T16:28:50Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|wrEcHhoJxjM
268|11|26|24. Linear Programming and Two-Person Games|2019-05-16T16:29:20Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|feb9j65Iz4w
269|11|27|25. Stochastic Gradient Descent|2019-05-16T16:29:41Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|k3AiUhwHQ28
270|11|28|26. Structure of Neural Nets for Deep Learning|2019-05-16T16:33:12Z|Instructor: Gilbert Strang View the complete course: https://ocw.mit.edu/18-065S18  Linear algebra concepts are key for understanding and creating machine learning algorithms, especially as applied to deep learning and neural networks. This course reviews linear algebra with applications to probability and statistics and optimization–and above all a full explanation of deep learning.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu|sx00s7nYmRM
