Eid|Sid|Order|Title|Created at|Description|Course
208|2|116|Least squares examples , Alternate coordinate systems (bases) , Linear Algebra , Khan Academy|2009-11-10T23:35:26Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|8mAZYv5wIcE
209|2|117|Another least squares example , Alternate coordinate systems (bases) , Linear Algebra , Khan Academy|2009-11-10T23:33:13Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|QkepM8Vv3kw
210|2|118|Coordinates with respect to a basis , Linear Algebra , Khan Academy|2009-11-11T17:51:55Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|uvgru6FcyxU
211|2|119|Change of basis matrix , Alternate coordinate systems (bases) , Linear Algebra , Khan Academy|2009-11-11T18:39:58Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|1j5WnqwMdCk
212|2|120|Invertible change of basis matrix , Linear Algebra , Khan Academy|2009-11-11T19:10:34Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|meibWcbGqt4
213|2|121|Transformation matrix with respect to a basis , Linear Algebra , Khan Academy|2009-11-11T21:21:43Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|PiuhTj0zCf4
214|2|122|Alternate basis transformation matrix example ,  Linear Algebra , Khan Academy|2009-11-11T21:49:35Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|lCRGNykWqFI
215|2|123|Alternate basis transformation matrix example part 2 , Linear Algebra , Khan Academy|2009-11-12T16:47:14Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|EyORbCPUAd4
216|2|124|Changing coordinate systems to help find a transformation matrix , Linear Algebra , Khan Academy|2009-11-12T19:24:34Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|K_na_j1Msfg
217|2|125|Introduction to orthonormal bases , Linear Algebra , Khan Academy|2009-11-12T21:51:23Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|7BFx8pt2aTQ
218|2|126|Coordinates with respect to orthonormal bases , Linear Algebra , Khan Academy|2009-11-12T22:20:49Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|SWbis2zWIvo
219|2|127|Projections onto subspaces with orthonormal bases , Linear Algebra , Khan Academy|2009-11-12T23:49:42Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|we829K4NOq8
220|2|128|Finding projection onto subspace with orthonormal basis example , Linear Algebra , Khan Academy|2009-11-12T23:46:40Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|SUoqA9srY1Q
221|2|129|Example using orthogonal change-of-basis matrix to find transformation matrix  , Khan Academy|2009-11-13T16:32:45Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|gfVY7cW7VLQ
